id,title,synopsis,genres,release_date,episodes,members,popularity,ranked,score,img_url,link
10087,Fate/Zero,With the promise of granting any wish the omnipotent Holy Grail triggered three wars in the past each too cruel and fierce to leave a victor. In spite of that the wealthy Einzbern family is confident that the Fourth Holy Grail War will be different namely with a vessel of the Holy Grail now in their grasp. Solely for this reason the much hated Magus Killer Kiritsugu Emiya is hired by the Einzberns with marriage to their only daughter Irisviel as binding contract. Kiritsugu now stands at the center of a cutthroat game of survival facing off against six other participants each armed with an ancient familiar and fueled by unique desires and ideals. Accompanied by his own familiar Saber the notorious mercenary soon finds his greatest opponent in Kirei Kotomine a priest who seeks salvation from the emptiness within himself in pursuit of Kiritsugu. Based on the light novel written by Gen Urobuchi Fate/Zero depicts the events of the Fourth Holy Grail War—10 years prior to Fate/stay night . Witness a battle royale in which no one is guaranteed to survive.,Action;Supernatural;Magic;Fantasy,2011-10-02,13,845166,50,150,8.4,https://cdn.myanimelist.net/images/anime/2/73249.jpg,https://myanimelist.net/anime/10087/Fate_Zero
5,Cowboy Bebop: Tengoku no Tobira,Another day another bounty—such is the life of the often unlucky crew of the Bebop. However this routine is interrupted when Faye who is chasing a fairly worthless target on Mars witnesses an oil tanker suddenly explode causing mass hysteria. As casualties mount due to a strange disease spreading through the smoke from the blast a whopping three hundred million woolong price is placed on the head of the supposed perpetrator. With lives at stake and a solution to their money problems in sight the Bebop crew springs into action. Spike Jet Faye and Edward followed closely by Ein split up to pursue different leads across Alba City. Through their individual investigations they discover a cover-up scheme involving a pharmaceutical company revealing a plot that reaches much further than the ragtag team of bounty hunters could have realized.,Action;Drama;Mystery;Sci-Fi;Space,2001-09-01,1,223199,475,149,8.4,https://cdn.myanimelist.net/images/anime/1439/93480.jpg,https://myanimelist.net/anime/5/Cowboy_Bebop__Tengoku_no_Tobira
2246,Mononoke,The Medicine Seller is a deadly and mysterious master of the occult who travels across feudal Japan in search of malevolent spirits called mononoke to slay. When he locates one of these spirits he cannot simply kill it he must first learn its Form its Truth and its Reason in order to wield the mighty Exorcism Sword and fight against it. He must begin his strange exorcisms with intense psychological analysis and careful investigative work—an extremely dangerous step as he must first confront and learn about the mononoke before he even has the means to defeat it. The Medicine Seller's journey leads him to an old-fashioned inn where Shino a pregnant woman has finally found a place to rest. The owner has reluctantly placed her in the last vacant room however as she settles in it quickly becomes clear that the room is infested by a lethal band of mononoke the Zashiki Warashi. With his hunter's intuition the Medicine Seller begins his investigation to discover the Form the Truth and the Reason before the Zashiki Warashi can kill again.,Mystery;Historical;Horror;Demons;Psychological;Supernatural;Fantasy;Seinen,2007-07-13,12,162377,683,146,8.41,https://cdn.myanimelist.net/images/anime/3/20713.jpg,https://myanimelist.net/anime/2246/Mononoke
13601,Psycho-Pass,Justice and the enforcement of it has changed. In the 22nd century Japan enforces the Sibyl System an objective means of determining the threat level of each citizen by examining their mental state for signs of criminal intent known as their Psycho-Pass. Inspectors uphold the law by subjugating often with lethal force anyone harboring the slightest ill-will alongside them are Enforcers jaded Inspectors that have become latent criminals granted relative freedom in exchange for carrying out the Inspectors' dirty work. Into this world steps Akane Tsunemori a young woman with an honest desire to uphold justice. However as she works alongside veteran Enforcer Shinya Kougami she soon learns that the Sibyl System's judgments are not as perfect as her fellow Inspectors assume. With everything she has known turned on its head Akane wrestles with the question of what justice truly is and whether it can be upheld through the use of a system that may already be corrupt.,Action;Police;Psychological;Sci-Fi,2012-10-12,22,955173,33,147,8.41,https://cdn.myanimelist.net/images/anime/5/43399.jpg,https://myanimelist.net/anime/13601/Psycho-Pass
28805,Bakemono no Ko,Two souls living very different lives wander alone and isolated in their respective worlds. For nine-year-old Ren the last person who treated him with any form of kindness has been killed and he is shunned by what is left of his family. With no parents no real family and no place to go Ren escapes into the confusing streets and alleyways of Shibuya. Through the twists and turns of the alleys Ren stumbles into the intimidating Kumatetsu who leads him to the beast realm of Shibuten. For Kumatetsu the boy represents a chance for him to become a candidate to replace the Lord of the realm once he retires. While nearly unmatched in combat Kumatetsu's chilly persona leaves him with no disciples to teach and no way to prove he is worthy of becoming the Lord's successor. While the two share different goals they agree to help each other in order to reach them. Kumatetsu searches for recognition Ren now known as Kyuuta searches for the home he never had. As the years pass by it starts to become apparent that the two are helping each other in more ways than they had originally thought. Perhaps there has always been less of a difference between them a boy and a beast than either of the two ever realized.,Adventure;Supernatural,2015-07-11,1,236674,436,144,8.41,https://cdn.myanimelist.net/images/anime/11/73540.jpg,https://myanimelist.net/anime/28805/Bakemono_no_Ko
523,Tonari no Totoro,In 1950s Japan Tatsuo Kusakabe relocates himself and his two daughters Satsuki and Mei to the countryside to be closer to their mother who is hospitalized due to long-term illness. As the girls grow acquainted with rural life Mei encounters a small bunny-like creature in the yard one day. Chasing it into the forest she finds Totoro—a giant mystical forest spirit whom she soon befriends. Before long Satsuki too meets Totoro and the two girls suddenly find their lives filled with magical adventures in nature and fantastical creatures of the woods.,Adventure;Comedy;Supernatural,1988-04-16,1,528128,120,143,8.42,https://cdn.myanimelist.net/images/anime/4/75923.jpg,https://myanimelist.net/anime/523/Tonari_no_Totoro
35848,Promare,Thirty years ago a new race of flame-wielding mutants suddenly appeared destroying a large portion of humanity. These so-called “Burnish” have continued to appear at random leaving a trail of death and destruction in their wake. The autonomous republic of Promepolis is a thriving nation thanks to the incredible efforts of their leader Kray Foresight against the Burnish. A team of firefighters known as the Burning Rescue is tasked with stopping these horrifying monsters using the most performant technology available thanks to their incredible mechanic Lucia Fex. Galo Thymos is an energetic young man who considers Foresight his hero for saving his life and is the rescue team's most recent recruit. A terrorist group calling themselves Mad Burnish has been causing havoc all over the nation. After an encounter with Mad Burnish leader Lio Fotia Galo sets out on his fated journey to find the truth about these mutants ultimately leading him to question everything he previously held to be true.,Action;Mecha;Sci-Fi;Super Power,2019-05-24,1,58332,1741,140,8.42,https://cdn.myanimelist.net/images/anime/1008/101845.jpg,https://myanimelist.net/anime/35848/Promare
9756,Mahou Shoujo Madoka★Magica,Madoka Kaname and Sayaka Miki are regular middle school girls with regular lives but all that changes when they encounter Kyuubey a cat-like magical familiar and Homura Akemi the new transfer student. Kyuubey offers them a proposition: he will grant any one of their wishes and in exchange they will each become a magical girl gaining enough power to fulfill their dreams. However Homura Akemi a magical girl herself urges them not to accept the offer stating that everything is not what it seems. A story of hope despair and friendship Mahou Shoujo Madoka★Magica deals with the difficulties of being a magical girl and the price one has to pay to make a dream come true.,Psychological;Drama;Magic;Thriller,2011-01-07,12,781975,58,139,8.42,https://cdn.myanimelist.net/images/anime/11/55225.jpg,https://myanimelist.net/anime/9756/Mahou_Shoujo_Madoka%E2%98%85Magica
37999,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,At the renowned Shuchiin Academy Miyuki Shirogane and Kaguya Shinomiya are the student body's top representatives. Ranked the top student in the nation and respected by peers and mentors alike Miyuki serves as the student council president. Alongside him the vice president Kaguya—eldest daughter of the wealthy Shinomiya family—excels in every field imaginable. They are the envy of the entire student body regarded as the perfect couple. However despite both having already developed feelings for the other neither are willing to admit them. The first to confess loses will be looked down upon and will be considered the lesser. With their honor and pride at stake Miyuki and Kaguya are both equally determined to be the one to emerge victorious on the battlefield of love!,Comedy;Psychological;Romance;School;Seinen,2019-01-12,12,410056,207,136,8.42,https://cdn.myanimelist.net/images/anime/1291/97023.jpg,https://myanimelist.net/anime/37999/Kaguya-sama_wa_Kokurasetai__Tensai-tachi_no_Renai_Zunousen
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,The rare and inexplicable Puberty Syndrome is thought of as a myth. It is a rare disease which only affects teenagers and its symptoms are so supernatural that hardly anyone recognizes it as a legitimate occurrence. However high school student Sakuta Azusagawa knows from personal experience that it is very much real and happens to be quite prevalent in his school. Mai Sakurajima is a third-year high school student who gained fame in her youth as a child actress but recently halted her promising career for reasons unknown to the public. With an air of unapproachability she is well known throughout the school but none dare interact with her—that is until Sakuta sees her wandering the library in a bunny girl costume. Despite the getup no one seems to notice her and after confronting her he realizes that she is another victim of Puberty Syndrome. As Sakuta tries to help Mai through her predicament his actions bring him into contact with more girls afflicted with the elusive disease.,Comedy;Romance;School;Supernatural,2018-10-04,13,479848,149,135,8.43,https://cdn.myanimelist.net/images/anime/1301/93586.jpg,https://myanimelist.net/anime/37450/Seishun_Buta_Yarou_wa_Bunny_Girl_Senpai_no_Yume_wo_Minai
5941,Cross Game,Kou Kitamura and Aoba Tsukishima are often at odds—even though their families happen to be close friends and business partners. Although the only child of a sports shop owner Kou has never been interested in playing baseball. Despite this he possesses an impressive batting ability honed by frequent visits to the local baseball batting center run by the Tsukushima family. On the other hand Aoba loves to play baseball and is a star player with exceptional pitching form. However these two seemingly complete opposites share something very important to them—Wakaba Tsukishima Aoba's older sister and Kou's destined sweetheart. Admired by the quarrelsome duo Wakaba often finds herself the catalyst to their never-ending rivalry. But whether or not they realize that they have more in common than either would care to admit only time will tell. The game of baseball may just be what the pair needs to ultimately overcome their own personal struggles.,Comedy;Drama;Romance;School;Shounen;Sports,2009-04-05,50,86377,1252,134,8.43,https://cdn.myanimelist.net/images/anime/6/22103.jpg,https://myanimelist.net/anime/5941/Cross_Game
11981,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,The young girls of Mitakihara happily live their lives occasionally fighting off evil but otherwise going about their peaceful everyday routines. However Homura Akemi feels that something is wrong with this unusually pleasant atmosphere—though the others remain oblivious she can't help but suspect that there is more to what is going on than meets the eye: someone who should not exist is currently present to join in on their activities. Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari follows Homura in her struggle to uncover the painful truth behind the mysterious circumstances as she selfishly and desperately fights for the sake of her undying love in this despair-ridden conclusion to the story of five magical girls.,Mystery;Psychological;Drama;Magic;Thriller,2013-10-26,1,236103,435,130,8.44,https://cdn.myanimelist.net/images/anime/5/54231.jpg,https://myanimelist.net/anime/11981/Mahou_Shoujo_Madoka%E2%98%85Magica_Movie_3__Hangyaku_no_Monogatari
39195,Beastars,In a civilized society of anthropomorphic animals an uneasy tension exists between carnivores and herbivores. At Cherryton Academy this mutual distrust peaks after a predation incident results in the death of Tem an alpaca in the school's drama club. Tem's friend Legoshi a grey wolf in the stage crew has been an object of fear and suspicion for his whole life. In the immediate aftermath of the tragedy he continues to lay low and hide his menacing traits much to the disapproval of Louis a red deer and the domineering star actor of the drama club. When Louis sneaks into the auditorium to train Tem's replacement for an upcoming play he assigns Legoshi to lookout duty. That very night Legoshi has a fateful encounter with Haru a white dwarf rabbit scorned by her peers. His growing feelings for Haru complicated by his predatory instincts force him to confront his own true nature the circumstances surrounding the death of his friend and the undercurrent of violence plaguing the world around him.,Slice of Life;Psychological;Drama;Shounen,2019-10-10,12,110722,1015,126,8.44,https://cdn.myanimelist.net/images/anime/1234/102008.jpg,https://myanimelist.net/anime/39195/Beastars
22789,Barakamon,Seishuu Handa is an up-and-coming calligrapher: young handsome talented and unfortunately a narcissist to boot. When a veteran labels his award-winning piece as unoriginal Seishuu quickly loses his cool with severe repercussions. As punishment and also in order to aid him in self-reflection Seishuu's father exiles him to the Goto Islands far from the comfortable Tokyo lifestyle the temperamental artist is used to. Now thrown into a rural setting Seishuu must attempt to find new inspiration and develop his own unique art style—that is if boisterous children (headed by the frisky Naru Kotoishi) fujoshi middle schoolers and energetic old men stop barging into his house! The newest addition to the intimate and quirky Goto community only wants to get some work done but the islands are far from the peaceful countryside he signed up for. Thanks to his wacky neighbors who are entirely incapable of minding their own business the arrogant calligrapher learns so much more than he ever hoped to.,Comedy;Slice of Life,2014-07-06,12,412234,199,125,8.44,https://cdn.myanimelist.net/images/anime/12/65427.jpg,https://myanimelist.net/anime/22789/Barakamon
2251,Baccano!,During the early 1930s in Chicago the transcontinental train Flying Pussyfoot is starting its legendary journey that will leave a trail of blood all over the country. At the same time in New York the ambitious scientist Szilard and his unwilling aide Ennis are looking for missing bottles of the immortality elixir. In addition a war between the mafia groups is getting worse. On board the Advena Avis in 1711 alchemists are about to learn the price of immortality. Based on the award-winning light novels of the same name Baccano! follows several events that initially seem unrelated both in time and place but are part of a much bigger story—one of alchemy survival and immortality. Merging these events together are the kindhearted would-be thieves Isaac and Miria connecting various people all of them with their own hidden ambitions and agendas and creating lifelong bonds and consequences for everyone involved.,Action;Comedy;Historical;Mystery;Supernatural,2007-07-27,13,582483,96,124,8.44,https://cdn.myanimelist.net/images/anime/3/14547.jpg,https://myanimelist.net/anime/2251/Baccano
31646,3-gatsu no Lion,Having reached professional status in middle school Rei Kiriyama is one of the few elite in the world of shogi. Due to this he faces an enormous amount of pressure both from the shogi community and his adoptive family. Seeking independence from his tense home life he moves into an apartment in Tokyo. As a 17-year-old living on his own Rei tends to take poor care of himself and his reclusive personality ostracizes him from his peers in school and at the shogi hall. However not long after his arrival in Tokyo Rei meets Akari Hinata and Momo Kawamoto a trio of sisters living with their grandfather who owns a traditional wagashi shop. Akari the oldest of the three girls is determined to combat Rei's loneliness and poorly sustained lifestyle with motherly hospitality. The Kawamoto sisters coping with past tragedies also share with Rei a unique familial bond that he has lacked for most of his life. As he struggles to maintain himself physically and mentally through his shogi career Rei must learn how to interact with others and understand his own complex emotions.,Drama;Game;Seinen;Slice of Life,2016-10-08,22,307034,316,123,8.44,https://cdn.myanimelist.net/images/anime/6/82898.jpg,https://myanimelist.net/anime/31646/3-gatsu_no_Lion
572,Kaze no Tani no Nausicaä,A millennium has passed since the catastrophic nuclear war named the Seven Days of Fire which destroyed nearly all life on Earth. Humanity now lives in a constant struggle against the treacherous jungle that has evolved in response to the destruction caused by mankind. Filled with poisonous spores and enormous insects the jungle spreads rapidly across the Earth and threatens to swallow the remnants of the human race. Away from the jungle exists a peaceful farming kingdom known as the Valley of the Wind whose placement by the sea frees it from the spread of the jungle's deadly toxins. The Valley's charismatic young princess Nausicaä finds her tranquil kingdom disturbed when an airship from the kingdom of Tolmekia crashes violently in the Valley. After Nausicaä and the citizens of the Valley find a sinister pulsating object in the wreckage the Valley is suddenly invaded by the Tolmekian military who intend to revive a dangerous weapon from the Seven Days of Fire. Now Nausicaä must fight to stop the Tolmekians from plunging the Earth into a cataclysm which humanity could never survive while also protecting the Valley from the encroaching forces of the toxic jungle.,Adventure;Fantasy,1984-03-11,1,226668,461,120,8.45,https://cdn.myanimelist.net/images/anime/10/75914.jpg,https://myanimelist.net/anime/572/Kaze_no_Tani_no_Nausica%C3%A4
136,Hunter x Hunter,Hunters are specialized in a wide variety of fields ranging from treasure hunting to cooking. They have access to otherwise unavailable funds and information that allow them to pursue their dreams and interests. However being a hunter is a special privilege only attained by taking a deadly exam with an extremely low success rate. Gon Freecss a 12-year-old boy with the hope of finding his missing father sets out on a quest to take the Hunter Exam. Along the way he picks up three companions who also aim to take the dangerous test: the revenge-seeking Kurapika aspiring doctor Leorio Paladiknight and a mischievous child the same age as Gon Killua Zoldyck. Hunter x Hunter is a classic shounen that follows the story of four aspiring hunters as they embark on a perilous adventure fighting for their dreams while defying the odds.,Action;Adventure;Super Power;Fantasy;Shounen,1999-10-16,62,301781,321,119,8.45,https://cdn.myanimelist.net/images/anime/8/19473.jpg,https://myanimelist.net/anime/136/Hunter_x_Hunter
28171,Shokugeki no Souma,Ever since he was a child fifteen-year-old Souma Yukihira has helped his father by working as the sous chef in the restaurant his father runs and owns. Throughout the years Souma developed a passion for entertaining his customers with his creative skilled and daring culinary creations. His dream is to someday own his family's restaurant as its head chef. Yet when his father suddenly decides to close the restaurant to test his cooking abilities in restaurants around the world he sends Souma to Tootsuki Culinary Academy an elite cooking school where only 10 percent of the students graduate. The institution is famous for its Shokugeki or food wars where students face off in intense high-stakes cooking showdowns. As Souma and his new schoolmates struggle to survive the extreme lifestyle of Tootsuki more and greater challenges await him putting his years of learning under his father to the test.,Ecchi;School;Shounen,2015-04-04,24,840130,52,118,8.46,https://cdn.myanimelist.net/images/anime/3/72943.jpg,https://myanimelist.net/anime/28171/Shokugeki_no_Souma
877,Nana,Nana Komatsu is a helpless naïve 20-year-old who easily falls in love and becomes dependent and clingy to those around her. Even though she nurses ambitious dreams of removing herself from her provincial roots and finding her true calling she ends up traveling to Tokyo with the humble reason of chasing her current boyfriend Shouji Endo. Nana Osaki on the other hand is a proud enigmatic punk rock vocalist from a similarly rural background who nurtures the desire to become a professional singer. Putting her career with a fairly popular band (and her passionate romance with one of its former members) firmly behind her she boards the same train to Tokyo as Nana Komatsu. Through a fateful encounter in their journey toward the metropolis the young women with the same given name are brought together sparking a chain of events which eventually result in them sharing an apartment. As their friendship deepens the two attempt to support each other through thick and thin their deeply intertwined lives filled with romance music challenges and heartbreaks that will ultimately test their seemingly unbreakable bond.,Music;Slice of Life;Comedy;Drama;Romance;Shoujo,2006-04-05,47,317879,308,117,8.46,https://cdn.myanimelist.net/images/anime/2/11232.jpg,https://myanimelist.net/anime/877/Nana
392,Yuu☆Yuu☆Hakusho,One fateful day Yuusuke Urameshi a 14-year-old delinquent with a dim future gets a miraculous chance to turn it all around when he throws himself in front of a moving car to save a young boy. His ultimate sacrifice is so out of character that the authorities of the spirit realm are not yet prepared to let him pass on. Koenma heir to the throne of the spirit realm offers Yuusuke an opportunity to regain his life through completion of a series of tasks. With the guidance of the death god Botan he is to thwart evil presences on Earth as a Spirit Detective. To help him on his venture Yuusuke enlists ex-rival Kazuma Kuwabara and two demons Hiei and Kurama who have criminal pasts. Together they train and battle against enemies who would threaten humanity's very existence.,Action;Comedy;Demons;Supernatural;Martial Arts;Shounen,1992-10-10,112,358442,257,113,8.47,https://cdn.myanimelist.net/images/anime/8/25152.jpg,https://myanimelist.net/anime/392/Yuu%E2%98%86Yuu%E2%98%86Hakusho
10162,Usagi Drop,Daikichi Kawachi is a 30-year-old bachelor working a respectable job but otherwise wandering aimlessly through life. When his grandfather suddenly passes away he returns to the family home to pay his respects. Upon arriving at the house he meets a mysterious young girl named Rin who to Daikichi’s astonishment is his grandfather's illegitimate daughter! The shy and unapproachable girl is deemed an embarrassment to the family and finds herself ostracized by her father's relatives all of them refusing to take care of her in the wake of his death. Daikichi angered by their coldness towards Rin announces that he will take her in—despite the fact that he is a young single man with no prior childcare experience. Usagi Drop is the story of Daikichi's journey through fatherhood as he raises Rin with his gentle and affectionate nature as well as an exploration of the warmth and interdependence that are at the heart of a happy close-knit family.,Josei;Slice of Life,2011-07-08,11,329959,293,112,8.47,https://cdn.myanimelist.net/images/anime/2/29665.jpg,https://myanimelist.net/anime/10162/Usagi_Drop
777,Hellsing Ultimate,There exist creatures of darkness and evil that plague the night devouring any human unfortunate enough to be caught in their grasp. On the other side is Hellsing an organization dedicated to destroying these supernatural forces that threaten the very existence of humanity. At its head is Integra Fairbrook Wingates Hellsing who commands a powerful military and spends her life fighting the undead. Integra's vast army however pales in comparison with her ultimate weapon: the vampire Alucard who works against his own kind as an exterminator for Hellsing. With his new vampire servant Seras Victoria at his side Alucard must battle not only monsters but all those who stand to oppose Hellsing be they in the guise of good or evil. In a battle for mankind's survival Hellsing Ultimate proves that appearances are not all they may seem and sometimes the greatest weapon can come in the form of one's worst nightmare.,Action;Military;Horror;Supernatural;Vampire;Seinen,2006-02-10,10,542476,113,109,8.47,https://cdn.myanimelist.net/images/anime/6/7333.jpg,https://myanimelist.net/anime/777/Hellsing_Ultimate
35851,Sayonara no Asa ni Yakusoku no Hana wo Kazarou,Maquia is a member of a special race called the Iorph—mystical beings who can live for hundreds of years and remain separate from the lives and daily troubles of mankind. However Maquia has always felt lonely despite being surrounded by her people as she was orphaned from a young age. She daydreams about the outside world but dares not travel from her home due to the warnings of the clan's chief. One day however the outside world finds her as the power-hungry kingdom of Mezarte invades her homeland. They already have what is left of the giant dragons the Renato under their control and now their king wishes to add the immortality of the Iorph to his bloodline. The humans and their Renato ravage the Iorph homeland and kill most of its inhabitants. Caught in the midst of the attack Maquia is carried off by one of the Renato that has gone berserk. It soon dies and she is left deserted in a forest far from home now truly alone save for the cries of a single baby off in the distance. Maquia finds the baby in a destroyed village and decides to raise him as her own naming him Ariel. Although she knows nothing of the human world how to raise a child that ages much faster than her or how to live with the smoldering loneliness inside she is determined to make it all work somehow.,Drama;Fantasy,2018-02-24,1,137205,827,106,8.48,https://cdn.myanimelist.net/images/anime/11/89556.jpg,https://myanimelist.net/anime/35851/Sayonara_no_Asa_ni_Yakusoku_no_Hana_wo_Kazarou
33,Kenpuu Denki Berserk,Born from the corpse of his mother a young mercenary known only as Guts embraces the battlefield as his only means of survival. Day in and day out putting his life on the line just to make enough to get by he moves from one bloodshed to the next. After a run-in with the Band of the Hawk a formidable troop of mercenaries Guts is recruited by their charismatic leader Griffith nicknamed the White Hawk. As he quickly climbed the ranks in order to become the head of the offensive faction Guts proves to be a mighty addition to Griffith's force taking Midland by storm. However while the band's quest for recognition continues Guts slowly realizes that the world is not as black-and-white as he once assumed. Set in the medieval era Kenpuu Denki Berserk is a dark gritty tale that follows one man's struggle to find his own path while supporting another's lust for power and the unimaginable tragedy that begins to turn the wheels of fate.,Action;Adventure;Demons;Drama;Fantasy;Horror;Military;Romance;Seinen;Supernatural,1997-10-08,25,362021,250,105,8.48,https://cdn.myanimelist.net/images/anime/12/18520.jpg,https://myanimelist.net/anime/33/Kenpuu_Denki_Berserk
10408,Hotarubi no Mori e,Intrigued by the tale of a mountain god six-year-old Hotaru Takegawa loses her way in the ancient forest while visiting her uncle. Exhausted and desperate for help Hotaru is thrilled to find a masked forest spirit named Gin. She learns the hard way that she should not touch the boy or he would disappear. In spite of this Gin leads Hotaru out of the forest and warns her never to return when she promises to come again with a gift. Paying no heed to his cautionary words and despite being separated by both distance and planes of existence Hotaru and Gin become close friends as she visits him every summer. However their relationship and resolve are put to the test when romantic feelings conflict with the one and only rule. Based on Yuki Midorikawa's manga of the same name Hotarubi no Mori e is a tale of friendship and compromise of two people who should never have crossed paths as their lives become hopelessly intertwined.,Drama;Romance;Shoujo;Supernatural,2011-09-17,1,415415,193,104,8.48,https://cdn.myanimelist.net/images/anime/8/38229.jpg,https://myanimelist.net/anime/10408/Hotarubi_no_Mori_e
37965,Kaze ga Tsuyoku Fuiteiru,Former ace runner of Sendai Josei High School Kakeru Kurahara is chased away from a convenience store for shoplifting. Shaking off his pursuer he runs into Haiji Kiyose another student from his university. Haiji is impressed by Kakeru's agility and persuades him to live in Chikusei-sou the run-down apartment where Haiji resides along with eight other students. Having lost his entire apartment deposit at a mahjong parlor Kakeru accepts the offer reluctantly. However Haiji reveals a secret during Kakeru's welcoming party: the apartment is actually the dormitory of the Kansei University Track Club. He unveils his ultimate goal of participating in the Hakone Ekiden—one of the most prominent university marathon relay races in Japan. Unfortunately all the residents apart from Haiji and Kakeru are complete running novices. Worse still none of the inhabitants are even remotely interested in being involved with Haiji's ridiculous plan! With only months before the deadline will the fourth-year student be able to convince them otherwise and realize his elusive dream of running in the Hakone Ekiden?,Comedy;Sports;Drama,2018-10-03,23,118998,955,101,8.49,https://cdn.myanimelist.net/images/anime/1703/99436.jpg,https://myanimelist.net/anime/37965/Kaze_ga_Tsuyoku_Fuiteiru
38691,Dr. Stone,After five years of harboring unspoken feelings high-schooler Taiju Ooki is finally ready to confess his love to Yuzuriha Ogawa. Just when Taiju begins his confession however a blinding green light strikes the Earth and petrifies mankind around the world—turning every single human into stone. Several millennia later Taiju awakens to find the modern world completely nonexistent as nature has flourished in the years humanity stood still. Among a stone world of statues Taiju encounters one other living human: his science-loving friend Senkuu who has been active for a few months. Taiju learns that Senkuu has developed a grand scheme—to launch the complete revival of civilization with science. Taiju's brawn and Senkuu's brains combine to forge a formidable partnership and they soon uncover a method to revive those petrified. However Senkuu's master plan is threatened when his ideologies are challenged by those who awaken. All the while the reason for mankind's petrification remains unknown.,Adventure;Sci-Fi;Shounen,2019-07-05,24,429097,183,52,8.49,https://cdn.myanimelist.net/images/anime/1613/102576.jpg,https://myanimelist.net/anime/38691/Dr_Stone
31043,Boku dake ga Inai Machi,When tragedy is about to strike Satoru Fujinuma finds himself sent back several minutes before the accident occurs. The detached 29-year-old manga artist has taken advantage of this powerful yet mysterious phenomenon which he calls Revival to save many lives. However when he is wrongfully accused of murdering someone close to him Satoru is sent back to the past once again but this time to 1988 18 years in the past. Soon he realizes that the murder may be connected to the abduction and killing of one of his classmates the solitary and mysterious Kayo Hinazuki that took place when he was a child. This is his chance to make things right. Boku dake ga Inai Machi follows Satoru in his mission to uncover what truly transpired 18 years ago and prevent the death of his classmate while protecting those he cares about in the present.,Mystery;Psychological;Supernatural;Seinen,2016-01-08,12,954354,36,100,8.49,https://cdn.myanimelist.net/images/anime/10/77957.jpg,https://myanimelist.net/anime/31043/Boku_dake_ga_Inai_Machi
33255,Saiki Kusuo no Ψ-nan,To the average person psychic abilities might seem a blessing for Kusuo Saiki however this couldn't be further from the truth. Gifted with a wide assortment of supernatural abilities ranging from telepathy to x-ray vision he finds this so-called blessing to be nothing but a curse. As all the inconveniences his powers cause constantly pile up all Kusuo aims for is an ordinary hassle-free life—a life where ignorance is bliss. Unfortunately the life of a psychic is far from quiet. Though Kusuo tries to stay out of the spotlight by keeping his powers a secret from his classmates he ends up inadvertently attracting the attention of many odd characters such as the empty-headed Riki Nendou and the delusional Shun Kaidou. Forced to deal with the craziness of the people around him Kusuo comes to learn that the ordinary life he has been striving for is a lot more difficult to achieve than expected.,Comedy;School;Shounen;Slice of Life;Supernatural,2016-07-04,120,306640,320,98,8.5,https://cdn.myanimelist.net/images/anime/11/80167.jpg,https://myanimelist.net/anime/33255/Saiki_Kusuo_no_%CE%A8-nan
205,Samurai Champloo,Fuu Kasumi is a young and clumsy waitress who spends her days peacefully working in a small teahouse. That is until she accidentally spills a drink all over one of her customers! With a group of samurai now incessantly harassing her Fuu desperately calls upon another samurai in the shop Mugen who quickly defeats them with his wild fighting technique utilizing movements reminiscent to that of breakdancing. Unfortunately Mugen decides to pick a fight with the unwilling ronin Jin who wields a more precise and traditional style of swordfighting and the latter proves to be a formidable opponent. The only problem is they end up destroying the entire shop as well as accidentally killing the local magistrate's son. For their crime the two samurai are captured and set to be executed. However they are rescued by Fuu who hires the duo as her bodyguards. Though she no longer has a place to return to the former waitress wishes to find a certain samurai who smells of sunflowers and enlists the help of the now exonerated pair to do so. Despite initially disapproving of this idea the two eventually agree to assist the girl in her quest thus the trio embark upon an adventure to find this mysterious warrior—that is if Fuu can keep Mugen and Jin from killing each other. Set in an alternate Edo Period of Japan Samurai Champloo follows the journey of these three eccentric individuals in an epic quest full of action comedy and dynamic sword fighting all set to the beat of a unique hip-hop infused soundtrack.,Action;Adventure;Comedy;Historical;Samurai;Shounen,2004-05-20,26,692588,70,99,8.5,https://cdn.myanimelist.net/images/anime/11/29134.jpg,https://myanimelist.net/anime/205/Samurai_Champloo
10165,Nichijou,Nichijou primarily focuses on the daily antics of a trio of childhood friends—high school girls Mio Naganohara Yuuko Aioi and Mai Minakami—whose stories soon intertwine with the young genius Hakase Shinonome her robot caretaker Nano and their talking cat Sakamoto. With every passing day the lives of these six as well as of the many people around them experience both the calms of normal life and the insanity of the absurd. Walking to school being bitten by a talking crow spending time with friends and watching the principal suplex a deer: they are all in a day's work in the extraordinary everyday lives of those in Nichijou .,Slice of Life;Comedy;School;Shounen,2011-04-03,26,497276,137,97,8.5,https://cdn.myanimelist.net/images/anime/3/75617.jpg,https://myanimelist.net/anime/10165/Nichijou
